Clustername 1	Clustername 2	Raw distance	Squared similarity	Jaccard index	DSS index	Adjacency index	raw DSS non-anchor	raw DSS anchor	Non-anchor domains	Anchor domains	Combined group	Shared group
GL383810.1.region001	GL383821.1.region001	0.04374144598841667	0.9144304394721985	0.95652174949646	0.9562585353851318	0.8846153616905212	0.05772615969181061	0.01577202044427395	24	3	NRPS - NRPS	NRPS
c01510_NODE_15...region001	c01836_NODE_18...region001	0.29450297355651855	0.49772605299949646	0.5	0.7054970264434814	0.3333333432674408	1.0	0.11812872439622879	2	2	NRPS - NRPS-like	
c02240_NODE_22...region001	c02711_NODE_27...region001	0.21780771017074585	0.6118248105049133	1.0	0.7821922898292542	1.0	0.0	0.24503366649150848	1	2	NRPS - NRPS	NRPS
BDBM01000022.1.region001	BDBU01000010.1.region002	0.20961856842041016	0.6247028112411499	0.5185185074806213	0.7903814315795898	0.37931033968925476	0.18180888891220093	0.30000001192092896	13	1	NRPS-like - NRPS-like	NRPS-like
AGXN01000021.1.region001	JH724208.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	41	1	NRPS-like - NRPS-like	NRPS-like
c00820_NODE_82...region001	c01735_NODE_17...region001	0.2749994397163391	0.5256258249282837	0.800000011920929	0.7250005602836609	0.75	0.25619834661483765	0.2938005328178406	4	1	NRPS-like - NRPS-like	NRPS-like
AP012280.1.region008	CP006853.1.region005	0.011949685402214527	0.9762434363365173	1.0	0.9880503416061401	1.0	0.012515533715486526	0.010652950033545494	55	6	NRPS - NRPS	NRPS
ADXZ01000053.1.region001	GL383669.1.region001	0.01214226707816124	0.9758629202842712	1.0	0.9878577589988708	1.0	0.011314558796584606	0.013452804647386074	19	3	NRPS - NRPS	NRPS
KB897744.1.region001	SHLF01000002.1.region002	0.14649051427841187	0.7284784317016602	0.7837837934494019	0.8535094857215881	0.7333333492279053	0.22922922670841217	0.028292382135987282	40	7	T1PKS.NRPS - T1PKS.NRPS	T1PKS.NRPS
CP000379.1.region001	LAUA01000002.1.region004	0.14664988219738007	0.72820645570755	0.9534883499145508	0.8533501029014587	0.9074074029922485	0.07206358015537262	0.31446903944015503	54	6	NRPS - NRPS	NRPS
JAASAW010000024.region001	JAASAX010000001.region001	0.03532608598470688	0.9305957555770874	0.9285714030265808	0.9646739363670349	0.8064516186714172	0.05046583712100983	0.0	28	3	NRPS-like.T1PKS - bacteriocin.T1PKS.NRPS-like	
ADXY01000057.1.region001	GL384205.1.region001	0.1876203715801239	0.6599606871604919	0.9411764740943909	0.8123796582221985	0.800000011920929	0.07477595657110214	0.35688698291778564	18	3	NRPS - NRPS	NRPS
CP003284.1.region004	VIKV01000216.1.region001	0.041068028658628464	0.9195505380630493	0.8518518805503845	0.9589319825172424	0.71875	0.0635872483253479	0.01291899848729372	25	5	NRPS - NRPS	NRPS
c00806_NODE_80...region001	c02854_NODE_28...region001	0.1722668707370758	0.6851421594619751	1.0	0.8277331590652466	1.0	0.008130080997943878	0.2543352544307709	2	1	NRPS-like - NRPS-like	NRPS-like
c01339_NODE_13...region001	c01971_NODE_19...region001	0.00441988930106163	0.9911797642707825	0.5	0.9955801367759705	0.3333333432674408	0.0	0.005524862091988325	1	1	NRPS-like - NRPS-like	NRPS-like
KB897641.1.region001	SHLF01000003.1.region001	0.25080955028533936	0.5612863302230835	0.8571428656578064	0.7491904497146606	0.8139534592628479	0.06742091476917267	0.6084173917770386	39	5	T3PKS.NRPS - T3PKS.NRPS	T3PKS.NRPS
KB897622.1.region001	KB897724.1.region001	0.06320246309041977	0.8775896430015564	0.9512194991111755	0.936797559261322	0.930232584476471	0.07471032440662384	0.001347708865068853	43	2	NRPS-like - NRPS-like	NRPS-like
AZXC01000019.1.region002	KB846738.1.region001	0.083917997777462	0.8392062187194824	0.774193525314331	0.9160820245742798	0.6666666865348816	0.09718981385231018	0.055162377655506134	26	3	NRPS - NRPS	NRPS
JAAHIG010000146.region001	JAAHIH010000001.region002	0.1547197550535202	0.7144986987113953	0.31578946113586426	0.8452802300453186	0.25	0.2896130084991455	0.04511897638440132	13	4	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
c01080_NODE_10...region001	c02894_NODE_28...region001	0.2906385660171509	0.5031936168670654	0.6000000238418579	0.7093614339828491	0.5	0.5419070720672607	0.03937007859349251	4	1	NRPS-like - NRPS-like	NRPS-like
ADXZ01000053.1.region001	ADZS01000028.1.region001	0.013692404143512249	0.9728026986122131	1.0	0.9863076210021973	1.0	0.01329832524061203	0.014316362328827381	19	3	NRPS - NRPS	NRPS
ADYP01000021.1.region001	ADZH01000006.1.region001	0.0211870688945055	0.9580747485160828	0.9583333134651184	0.9788129329681396	0.8888888955116272	0.006490262690931559	0.05058068037033081	24	3	NRPS - NRPS	NRPS
c03789_NODE_37...region001	c04988_NODE_49...region001	0.009411764331161976	0.9812650680541992	0.6666666865348816	0.9905882477760315	0.5	0.0	0.0117647061124444	1	1	NRPS - NRPS-like	
KB897716.1.region002	KI519460.1.region001	0.2684966027736664	0.5350972414016724	0.48571428656578064	0.731503427028656	0.4146341383457184	0.4038669466972351	0.09251512587070465	26	5	NRPS - NRPS	NRPS
ADXX01000073.1.region001	ADYC01000049.1.region001	0.03857363387942314	0.9243406653404236	0.8823529481887817	0.9614263772964478	0.7142857313156128	0.06332487612962723	0.003509379457682371	17	3	NRPS - NRPS	NRPS
GL383714.1.region002	GL383759.1.region002	0.01933622546494007	0.9617014527320862	1.0	0.9806637763977051	1.0	0.02361498400568962	0.010778707452118397	24	3	NRPS - NRPS	NRPS
ARBB01000003.1.region003	ARGK01000098.1.region001	0.15208564698696136	0.7189587354660034	0.5	0.8479143381118774	0.5	0.23369383811950684	0.07387780398130417	23	6	NRPS.T1PKS.arylpolyene.ladderane - T1PKS.NRPS	
ADXY01000057.1.region001	ADYO01000023.1.region001	0.1435956358909607	0.733428418636322	1.0	0.8564043641090393	0.9473684430122375	0.015918651595711708	0.3351111114025116	18	3	NRPS - NRPS	NRPS
ADZS01000028.1.region001	GL383213.1.region001	0.025085384026169777	0.9504585266113281	1.0	0.9749146103858948	1.0	0.021835561841726303	0.031585030257701874	24	3	NRPS - NRPS	NRPS
ADYB01000060.1.region001	ADYC01000049.1.region001	0.08427274972200394	0.8385564088821411	0.8888888955116272	0.9157272577285767	0.7272727489471436	0.1327749341726303	0.0074776336550712585	19	3	NRPS - NRPS	NRPS
ADZS01000028.1.region001	GL384605.1.region002	0.022435808554291725	0.9556317329406738	1.0	0.9775642156600952	1.0	0.015680212527513504	0.03594699874520302	24	3	NRPS - NRPS	NRPS
ARHR01000087.1.region001	KB897626.1.region001	0.0114511176943779	0.9772288799285889	1.0	0.9885488748550415	1.0	0.00998709350824356	0.013365610502660275	68	13	NRPS - NRPS	NRPS
JAAHGU010000004.region001	JAAHGX010000004.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	20	2	NRPS - NRPS	NRPS
c03437_NODE_34...region001	c07480_NODE_74...region001	0.235904723405838	0.5838416218757629	1.0	0.7640953063964844	1.0	0.0	0.235904723405838	0	2	NRPS - NRPS	NRPS
c02612_NODE_26...region001	c02628_NODE_26...region001	0.20247933268547058	0.6360391974449158	0.6666666865348816	0.797520637512207	0.5	0.5	0.05371900647878647	2	1	NRPS-like - NRPS-like	NRPS-like
c00806_NODE_80...region001	c02651_NODE_26...region001	0.24326781928539276	0.5726435780525208	1.0	0.756732165813446	1.0	0.004065040498971939	0.3628692030906677	2	1	NRPS-like - NRPS-like	NRPS-like
BGC0001509.1	CP000094.2.region006	0.29493480920791626	0.49711695313453674	1.0	0.7050651907920837	0.9375	0.22646015882492065	0.3206127882003784	33	22	NRPS - nrps	
c02153_NODE_21...region001	c02320_NODE_23...region001	0.2514442503452301	0.5603357553482056	1.0	0.7485557794570923	1.0	0.04923552647233009	0.40310078859329224	3	1	NRPS-like - NRPS-like	NRPS-like
JAAHHD010000004.region001	JAAHIH010000001.region002	0.1918209195137024	0.6531534194946289	0.7631579041481018	0.8081790804862976	0.5	0.24908187985420227	0.06656258553266525	35	4	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
ADZI01000031.1.region001	GL384508.1.region002	0.038599029183387756	0.9242918491363525	0.9583333134651184	0.9614009857177734	0.8888888955116272	0.05522019416093826	0.0039715999737381935	25	3	NRPS - NRPS	NRPS
ADYR01000020.1.region001	ADYT01000010.1.region001	0.006099106278270483	0.9878389835357666	1.0	0.9939008951187134	1.0	0.007826870307326317	0.0026435786858201027	24	3	NRPS - NRPS	NRPS
ADYQ01000017.1.region001	ADZR01000020.1.region001	0.027924837544560432	0.9449301362037659	0.9583333134651184	0.9720751643180847	0.8888888955116272	0.019963419064879417	0.04384767264127731	24	3	NRPS - NRPS	NRPS
ARGH01000060.1.region001	JAASAW010000024.region001	0.20319554209709167	0.6348973512649536	1.0	0.7968044877052307	0.8636363744735718	0.25567418336868286	0.1113579124212265	21	3	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
JAAHGB010000007.region001	JAAHGX010000017.region001	0.007877909578382969	0.9843062162399292	1.0	0.9921221137046814	1.0	0.005778091959655285	0.01443983893841505	25	2	NRPS - oligosaccharide.bacteriocin.T1PKS.NRPS	
c02153_NODE_21...region001	c03354_NODE_33...region001	0.20582246780395508	0.630717933177948	1.0	0.7941775321960449	1.0	0.3435002863407135	0.10256410390138626	3	1	NRPS-like - NRPS-like	NRPS-like
GL383364.1.region002	GL383502.1.region001	0.0006848720367997885	0.998630702495575	0.8500000238418579	0.9993151426315308	0.8636363744735718	0.0005488608148880303	0.0008888888987712562	18	3	NRPS - NRPS	NRPS
c00800_NODE_80...region001	c01276_NODE_12...region001	0.20420730113983154	0.6332860589027405	0.800000011920929	0.7957926988601685	0.75	0.26995304226875305	0.13846154510974884	4	1	NRPS - NRPS-like	
ADZI01000031.1.region001	GL383459.1.region002	0.012159273959696293	0.9758293032646179	1.0	0.9878407120704651	1.0	0.016089357435703278	0.0039715999737381935	25	3	NRPS - NRPS	NRPS
AQPE01000035.1.region001	AZXC01000043.1.region001	0.1305096447467804	0.7560134530067444	0.9090909361839294	0.869490385055542	0.9047619104385376	0.12651945650577545	0.14048510789871216	20	2	NRPS - NRPS	NRPS
GL383923.1.region001	GL384547.1.region001	0.02247440814971924	0.9555562734603882	1.0	0.9775255918502808	1.0	0.0076543367467820644	0.04717452824115753	20	3	NRPS - NRPS	NRPS
ARHR01000089.1.region001	KB897627.1.region002	0.00954456441104412	0.9810019731521606	1.0	0.9904554486274719	1.0	0.011783003807067871	0.006746514700353146	35	7	T1PKS.NRPS - T1PKS.NRPS	T1PKS.NRPS
CP000253.1.region002	CP003603.1.region002	0.06386298686265945	0.8763524889945984	0.9512194991111755	0.9361370205879211	0.9069767594337463	0.07356236129999161	0.037795938551425934	43	4	NRPS - NRPS	NRPS
CP003284.1.region003	VIKY01000283.1.region001	0.004600447602570057	0.9908202886581421	1.0	0.995399534702301	1.0	0.005408911965787411	0.004125914070755243	54	23	T1PKS.NRPS - betalactone.T1PKS.NRPS	
c01093_NODE_10...region001	c02123_NODE_21...region001	0.2143649160861969	0.6172224879264832	0.5	0.7856350541114807	0.3333333432674408	0.6320754885673523	0.005509641952812672	2	1	NRPS-like - NRPS-like	NRPS-like
ADZH01000006.1.region001	ADZK01000021.1.region002	0.0002016942307818681	0.9995966553688049	1.0	0.9997982978820801	1.0	0.00029850745340809226	0.0	25	3	NRPS - NRPS	NRPS
GL383325.1.region001	GL383701.1.region002	0.046345748007297516	0.9094564318656921	0.9166666865348816	0.9536542296409607	0.8518518805503845	0.06328267604112625	0.012471900321543217	24	3	NRPS - NRPS	NRPS
ADYK01000018.1.region001	ADZE01000028.1.region001	0.022944442927837372	0.9546375870704651	0.9411764740943909	0.977055549621582	0.9473684430122375	0.030336827039718628	0.012471900321543217	17	3	NRPS - NRPS	NRPS
GL383325.1.region001	GL384205.1.region001	0.07461896538734436	0.8563300371170044	0.8799999952316284	0.9253810048103333	0.7586206793785095	0.08781614899635315	0.047124844044446945	25	3	NRPS - NRPS	NRPS
c01311_NODE_13...region001	c03474_NODE_34...region001	0.06474190950393677	0.8747076988220215	1.0	0.9352580904960632	1.0	0.5826771855354309	0.0	1	2	NRPS - NRPS-like	
ADYK01000018.1.region001	ADZW01000010.1.region001	0.0779709443449974	0.8501375913619995	1.0	0.9220290780067444	1.0	0.15591749548912048	0.03899766877293587	6	3	NRPS - NRPS	NRPS
ADZU01000002.1.region001	GL383158.1.region001	0.08725573122501373	0.8331021070480347	1.0	0.9127442836761475	1.0	0.10772773623466492	0.07701973617076874	6	3	NRPS - NRPS	NRPS
ADYC01000049.1.region001	ADZE01000028.1.region001	0.07229874283075333	0.8606296181678772	0.8333333134651184	0.9277012348175049	0.761904776096344	0.08949656039476395	0.047935180366039276	17	3	NRPS - NRPS	NRPS
c03722_NODE_37...region001	c04164_NODE_41...region001	0.18818803131580353	0.6590386629104614	0.6666666865348816	0.8118119835853577	0.5	0.2786885201931	0.16556291282176971	1	1	NRPS-like - NRPS-like	NRPS-like
PPUC01000062.1.region001	PPUK01000044.1.region001	0.01927086152136326	0.961829662322998	1.0	0.9807291626930237	1.0	0.005319148767739534	0.02624671906232834	2	1	NRPS - NRPS	NRPS
GL383325.1.region001	GL384605.1.region002	0.04713154956698418	0.9079582691192627	0.9200000166893005	0.9528684616088867	0.8571428656578064	0.04777807369828224	0.04578461870551109	25	3	NRPS - NRPS	NRPS
ADZH01000006.1.region001	GL383923.1.region001	0.0006743065314367414	0.9986518621444702	1.0	0.999325692653656	1.0	0.0009979736059904099	0.0	25	3	NRPS - NRPS	NRPS
ADZU01000002.1.region001	GL384611.1.region001	0.050271205604076385	0.9019848108291626	1.0	0.949728786945343	1.0	0.014606498181819916	0.07701973617076874	9	3	NRPS - NRPS	NRPS
AZWZ01000027.1.region001	KB897728.1.region001	0.2614850401878357	0.545404314994812	0.7419354915618896	0.7385149598121643	0.5405405163764954	0.29887378215789795	0.1166037768125534	31	2	NRPS - NRPS	NRPS
ADYC01000049.1.region001	GL384205.1.region001	0.05019284784793854	0.9021336436271667	0.8333333134651184	0.9498071670532227	0.761904776096344	0.08034476637840271	0.0074776336550712585	17	3	NRPS - NRPS	NRPS
c03798_NODE_37...region001	c04666_NODE_46...region001	0.10751412063837051	0.7965310215950012	1.0	0.8924858570098877	1.0	0.28333333134651184	0.06355932354927063	1	1	NRPS-like - NRPS-like	NRPS-like
ADZB01000031.1.region001	ADZH01000006.1.region001	0.022978097200393677	0.9545717835426331	1.0	0.9770219326019287	1.0	0.01088180672377348	0.04817869886755943	25	3	NRPS - NRPS	NRPS
c01475_NODE_14...region001	c04850_NODE_48...region001	0.27213743329048157	0.5297839045524597	1.0	0.727862536907196	1.0	0.0	0.27213743329048157	0	2	NRPS - NRPS	NRPS
ADYB01000060.1.region001	GL383502.1.region001	0.06213516369462013	0.8795904517173767	0.9444444179534912	0.9378648400306702	0.949999988079071	0.07700421661138535	0.03859250247478485	19	3	NRPS - NRPS	NRPS
c02838_NODE_28...region001	c07186_NODE_71...region001	0.22641509771347046	0.5984336137771606	0.6666666865348816	0.7735849022865295	0.5	0.6792452931404114	0.0	2	1	NRPS-like - NRPS-like	NRPS-like
c03999_NODE_39...region001	c05650_NODE_56...region001	0.22314293682575226	0.603506863117218	1.0	0.7768570780754089	1.0	0.23394495248794556	0.2177419364452362	2	1	NRPS-like - NRPS-like	NRPS-like
ARGH01000065.1.region001	JAASAX010000002.region002	0.21213437616825104	0.6207322478294373	0.7948718070983887	0.7878656387329102	0.6415094137191772	0.24348202347755432	0.18143978714942932	47	12	lanthipeptide.NRPS - lanthipeptide.NRPS	lanthipeptide.NRPS
ADYQ01000017.1.region001	GL384547.1.region001	0.013388493098318577	0.9734022617340088	0.9473684430122375	0.9866114854812622	0.8636363744735718	0.005081588868051767	0.02654109336435795	19	3	NRPS - NRPS	NRPS
ADZK01000021.1.region002	GL383810.1.region001	0.02394784800708294	0.9526777863502502	1.0	0.9760521650314331	1.0	0.01599115878343582	0.039861228317022324	24	3	NRPS - NRPS	NRPS
ARGG01000051.1.region001	AZWQ01000016.1.region002	0.007096730172634125	0.9858568906784058	1.0	0.9929032921791077	1.0	0.008485887199640274	0.005012994632124901	36	6	transAT-PKS-like.T1PKS.NRPS - transAT-PKS-like.T1PKS.NRPS	transAT-PKS-like.T1PKS.NRPS
AUGH01000015.1.region001	AZWB01000026.1.region001	0.0844091847538948	0.8383065462112427	1.0	0.9155908226966858	1.0	0.0928783193230629	0.06958820670843124	21	3	NRPS-like.T1PKS - bacteriocin.T1PKS.NRPS-like	
c01093_NODE_10...region001	c01173_NODE_11...region001	0.019238337874412537	0.9618934392929077	0.5	0.9807616472244263	0.4000000059604645	0.00826446246355772	0.024725275114178658	2	1	NRPS-like - NRPS-like	NRPS-like
AUGH01000015.1.region001	AZWQ01000020.1.region001	0.12141821533441544	0.7719059586524963	0.9142857193946838	0.8785817623138428	0.8157894611358643	0.14153945446014404	0.06440804898738861	34	3	bacteriocin.T1PKS.NRPS-like - bacteriocin.T1PKS.NRPS-like	bacteriocin.T1PKS.NRPS-like
CP003149.1.region001	CP004054.2.region001	0.015939198434352875	0.9683756828308105	1.0	0.9840608239173889	0.9577465057373047	0.017424514517188072	0.010889124125242233	68	5	phenazine.NRPS - phenazine.NRPS	phenazine.NRPS
c04132_NODE_41...region001	c04359_NODE_43...region001	0.06185567006468773	0.8801147937774658	0.6666666865348816	0.938144326210022	0.5	0.0	0.07731958478689194	1	1	NRPS-like - NRPS-like	NRPS-like
GL383158.1.region001	GL383635.1.region001	0.03528207540512085	0.9306806921958923	1.0	0.9647179245948792	1.0	0.09882747381925583	0.003509379457682371	6	3	NRPS - NRPS	NRPS
ADYR01000020.1.region001	GL383635.1.region001	0.025054000318050385	0.9505196809768677	1.0	0.9749460220336914	1.0	0.018532220274209976	0.0380975604057312	24	3	NRPS - NRPS	NRPS
AXVU01000003.1.region001	KB897373.1.region001	0.24729807674884796	0.5665602087974548	0.5142857432365417	0.7527019381523132	0.4146341383457184	0.36282578110694885	0.0971120297908783	26	5	NRPS - NRPS	NRPS
ADYQ01000017.1.region001	GL383972.1.region002	0.023688185960054398	0.9531847834587097	0.9444444179534912	0.9763118028640747	0.8571428656578064	0.028965629637241364	0.01577202044427395	18	3	NRPS - NRPS	NRPS
ADYR01000020.1.region001	GL383923.1.region001	0.02443220093846321	0.9517325162887573	1.0	0.9755678176879883	1.0	0.016717687249183655	0.039861228317022324	24	3	NRPS - NRPS	NRPS
ADZK01000021.1.region002	ADZL01000027.1.region001	0.009609609842300415	0.9808731079101562	1.0	0.990390419960022	1.0	0.0142222223803401	0.0	25	3	NRPS - NRPS	NRPS
ADZV01000031.1.region001	GL383923.1.region001	0.012017684988677502	0.9761090278625488	1.0	0.9879823327064514	1.0	0.0121946781873703	0.01172269694507122	20	3	NRPS - NRPS	NRPS
c01804_NODE_18...region001	c02945_NODE_29...region001	0.14755021035671234	0.7266706228256226	0.75	0.8524497747421265	0.6666666865348816	0.3118095099925995	0.06542056053876877	2	1	NRPS-like - NRPS-like	NRPS-like
BGC0000412.1	FM209186.1.region001	0.007242249790579081	0.9855679273605347	1.0	0.9927577376365662	1.0	0.00282796542160213	0.00972528476268053	9	4	nrps - phenazine.NRPS	
AP012280.1.region008	CP000438.1.region005	0.011826463975012302	0.9764869213104248	1.0	0.9881735444068909	1.0	0.013080522418022156	0.008952579461038113	55	6	NRPS - NRPS	NRPS
c01276_NODE_12...region001	c04407_NODE_44...region001	0.19653013348579407	0.6455638408660889	0.75	0.8034698367118835	0.6666666865348816	0.34972676634788513	0.08163265138864517	3	1	NRPS-like - NRPS-like	NRPS-like
JNID01000016.1.region001	KL370765.1.region001	0.18182995915412903	0.6694022417068481	1.0	0.8181700706481934	0.976190447807312	0.18184098601341248	0.1818181872367859	47	11	T1PKS.NRPS - T1PKS.NRPS	T1PKS.NRPS
NJAH01000003.1.region001	NJCW01000011.1.region001	0.0777500569820404	0.8505449295043945	0.8253968358039856	0.922249972820282	0.7922077775001526	0.07076340168714523	0.08823004364967346	72	12	NRPS - NRPS	NRPS
AZVY01000002.1.region003	AZWJ01000023.1.region001	0.15282079577445984	0.7177125811576843	0.7948718070983887	0.8471791744232178	0.699999988079071	0.20956596732139587	0.051152367144823074	43	6	T1PKS.NRPS - T1PKS.NRPS	T1PKS.NRPS
AZWJ01000022.1.region001	AZXH01000030.1.region001	0.15748217701911926	0.7098363041877747	1.0	0.8425178527832031	0.8636363744735718	0.19842135906219482	0.0824269950389862	22	3	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
CP002496.1.region014	CP006853.1.region012	0.12591254711151123	0.7640288472175598	0.875	0.8740874528884888	0.7142857313156128	0.14710137248039246	0.017319845035672188	41	2	betalactone.NRPS-like - betalactone.NRPS-like	betalactone.NRPS-like
AUKP01000009.1.region001	KB897366.1.region001	0.0205406341701746	0.9593406319618225	1.0	0.9794593453407288	1.0	0.03226331248879433	0.0052109756506979465	68	13	NRPS - NRPS	NRPS
ADZT01000014.1.region001	GL383379.1.region002	0.0012650220887735486	0.9974715709686279	1.0	0.9987349510192871	1.0	0.0020639835856854916	0.0	19	3	NRPS - NRPS	NRPS
BGC0000331.1	CP020771.1.region007	0.29937943816185	0.4908691644668579	0.20000000298023224	0.7006205320358276	0.17391304671764374	0.3153684139251709	0.29366910457611084	20	14	microviridin.NRPS - nrps	
ADYS01000040.1.region001	ADZI01000031.1.region001	0.02207864075899124	0.9563301801681519	1.0	0.9779213666915894	1.0	0.012789932079613209	0.041430115699768066	25	3	NRPS - NRPS	NRPS
c04073_NODE_40...region001	c08690_NODE_86...region001	0.13138936460018158	0.7544844150543213	1.0	0.8686106204986572	1.0	0.09090909361839294	0.14150942862033844	1	1	NRPS-like - NRPS-like	NRPS-like
c01080_NODE_10...region001	c01340_NODE_13...region001	0.19348259270191193	0.6504703164100647	1.0	0.8065174221992493	1.0	0.012981443665921688	0.3739837408065796	4	1	NRPS-like - NRPS-like	NRPS-like
c02467_NODE_24...region001	c04246_NODE_42...region001	0.20304569602012634	0.6351361870765686	1.0	0.7969542741775513	1.0	0.01879699155688286	0.3412322402000427	3	1	NRPS-like - NRPS-like	NRPS-like
CP003149.1.region003	CP004054.2.region003	0.006932949647307396	0.9861821532249451	1.0	0.9930670261383057	1.0	0.0044363876804709435	0.04188481718301773	56	1	NRPS-like - NRPS-like	NRPS-like
LOIC01000088.1.region002	NJAI01000011.1.region001	0.23596176505088806	0.5837544202804565	0.59375	0.7640382051467896	0.5897436141967773	0.33427301049232483	0.154035747051239	30	9	T1PKS.NRPS - T1PKS.NRPS	T1PKS.NRPS
ADZL01000027.1.region001	GL384611.1.region001	0.01087118685245514	0.9783757925033569	1.0	0.989128828048706	1.0	0.016089357435703278	0.0	25	3	NRPS - NRPS	NRPS
AP018314.1.region005	CP020114.1.region003	0.25789785385131836	0.5507155656814575	0.4285714328289032	0.7421021461486816	0.4038461446762085	0.2206127792596817	0.27560827136039734	38	20	betalactone.microviridin.NRPS - betalactone.microviridin.NRPS	betalactone.microviridin.NRPS
ARHU01000069.1.region002	KB897716.1.region002	0.0	1.0	1.0	1.0	1.0	0.0	0.0	46	5	NRPS - NRPS	NRPS
c02768_NODE_27...region001	c05650_NODE_56...region001	0.2379930317401886	0.5806546211242676	0.75	0.7620069980621338	0.6666666865348816	0.3739837408065796	0.13600000739097595	3	1	NRPS-like - NRPS-like	NRPS-like
c02649_NODE_26...region001	c04648_NODE_46...region001	0.29886654019355774	0.49158814549446106	0.6666666865348816	0.7011334896087646	0.5	0.5454545617103577	0.17557251453399658	2	1	NRPS-like - NRPS-like	NRPS-like
ADYF01000056.1.region001	GL383264.1.region001	0.029633263126015663	0.9416115880012512	1.0	0.9703667163848877	1.0	0.04645320400595665	0.017018305137753487	9	3	NRPS - NRPS	NRPS
ADZB01000031.1.region001	GL384071.1.region001	0.051956892013549805	0.8987857103347778	1.0	0.9480431079864502	1.0	0.07139284908771515	0.0373799204826355	9	3	NRPS - NRPS	NRPS
c00831_NODE_83...region001	c07715_NODE_77...region001	0.22898276150226593	0.5944675803184509	1.0	0.7710172533988953	1.0	0.2254098355770111	0.23076923191547394	2	1	NRPS-like - NRPS-like	NRPS-like
AGDO01000033.1.region001	AMLL01000012.1.region001	0.22051341831684113	0.6075993180274963	0.8541666865348816	0.7794865965843201	0.7540983557701111	0.23498861491680145	0.1517561823129654	57	3	NRPS - NRPS	NRPS
ADZL01000027.1.region001	GL383972.1.region002	0.035421956330537796	0.9304108023643494	1.0	0.9645780324935913	1.0	0.0326182022690773	0.039861228317022324	19	3	NRPS - NRPS	NRPS
ADYN01000035.1.region001	GL383325.1.region001	0.04703345522284508	0.9081452488899231	0.9444444179534912	0.952966570854187	0.949999988079071	0.06886180490255356	0.012471900321543217	19	3	NRPS - NRPS	NRPS
ADYO01000023.1.region001	GL383245.1.region001	0.010601713322103024	0.9789089560508728	1.0	0.9893983006477356	1.0	0.01562790386378765	0.0026435786858201027	19	3	NRPS - NRPS	NRPS
AP012280.1.region001	CP004054.2.region012	0.13818112015724182	0.7427317500114441	0.8536585569381714	0.8618188500404358	0.7400000095367432	0.160640150308609	0.017463818192481995	43	2	betalactone.NRPS-like - betalactone.NRPS-like	betalactone.NRPS-like
ADZB01000031.1.region001	GL383125.1.region002	0.02742546983063221	0.9459012150764465	1.0	0.9725745320320129	1.0	0.014318167231976986	0.04817869886755943	19	3	NRPS - NRPS	NRPS
JAAHGK010000119.region001	JAAHIH010000002.region003	0.12519894540309906	0.7652769088745117	1.0	0.8748010396957397	1.0	0.17707422375679016	0.07332365959882736	8	2	NRPS - hglE-KS.T1PKS.NRPS	
BGC0001130.1	NJAJ01000001.1.region001	0.1981414407491684	0.6429771184921265	0.9444444179534912	0.8018585443496704	0.9166666865348816	0.21297875046730042	0.19301903247833252	29	21	hglE-KS.T1PKS.PUFA.NRPS - nrps.t1pks.hglks	
c02551_NODE_25...region001	c03707_NODE_37...region001	0.272579163312912	0.5291410684585571	1.0	0.7274208068847656	1.0	0.35849055647850037	0.2511013150215149	1	1	NRPS-like - NRPS-like	NRPS-like
ADZL01000027.1.region001	GL383100.1.region001	0.01953067071735859	0.9613201022148132	1.0	0.9804693460464478	1.0	0.023278499022126198	0.01172269694507122	25	3	NRPS - NRPS	NRPS
AGDO01000033.1.region001	c00602_NODE_60...region001	0.2906542420387268	0.5031713843345642	0.8333333134651184	0.7093457579612732	0.692307710647583	0.3656754195690155	0.19687780737876892	10	2	NRPS - NRPS	NRPS
ADYO01000023.1.region001	GL384205.1.region001	0.05730975791811943	0.8886649012565613	0.9444444179534912	0.9426902532577515	0.8571428656578064	0.06968812644481659	0.03771067038178444	19	3	NRPS - NRPS	NRPS
c02269_NODE_22...region001	c04076_NODE_40...region001	0.2013722062110901	0.6378063559532166	0.5	0.7986277937889099	0.3333333432674408	0.18867924809455872	0.20454545319080353	1	1	NRPS-like - NRPS-like	NRPS-like
GL383213.1.region001	GL384508.1.region002	0.056329213082790375	0.8905145525932312	0.9583333134651184	0.9436708092689514	0.8888888955116272	0.05136553570628166	0.06667020171880722	25	3	NRPS - NRPS	NRPS
ADZL01000027.1.region001	ADZM01000008.1.region001	0.03216789662837982	0.9366989731788635	1.0	0.967832088470459	1.0	0.028312092646956444	0.03987950459122658	24	3	NRPS - NRPS	NRPS
MUBJ01000006.1.region001	NIBT01000001.1.region001	0.1780129075050354	0.6756628155708313	0.9411764740943909	0.8219870924949646	0.8604651093482971	0.15631993114948273	0.21326398849487305	39	6	NRPS - NRPS	NRPS
